0,92,67
1,86,65
2,87,69
3,86,68
4,86,70
5,86,72
6,87,69
7,86,67
8,85,69
9,86,69
10,87,66
11,86,67
12,86,68
13,89,68
14,90,68
15,90,70
16,88,68
17,88,62
18,88,63
19,86,63
20,88,64
21,88,66
22,91,68
23,91,64
24,91,66
25,91,63
26,92,65
27,89,68
28,93,63
29,95,62
30,95,61
31,96,57
32,96,57
33,94,58
34,94,59
35,95,57
36,97,58
37,95,59
38,94,60
39,94,59
40,94,62
41,94,62
42,90,63
43,87,63
44,85,66
45,83,67
46,80,67
47,76,67
48,75,70
49,72,72
50,70,70
51,65,72
52,65,74
53,66,76
54,63,75
55,60,74
56,58,72
57,58,72
58,60,75
59,60,79
60,60,74
61,58,74
62,61,74
63,64,75
64,63,73
65,63,75
66,65,74
67,65,75
68,64,74
69,68,76
70,70,75
71,68,74
72,67,75
73,67,73
74,64,70
75,69,68
76,68,67
77,71,65
78,72,61
79,71,61
80,72,62
81,78,61
82,77,60
83,78,55
84,82,59
85,84,59
86,88,56
87,92,56
88,94,58
89,98,60
90,105,57
91,109,60
92,111,60
93,109,59
94,111,56
95,112,56
96,112,59
97,112,62
98,108,58
99,108,58
100,105,59
101,104,64
102,100,62
103,98,63
104,94,64
105,91,64
106,92,63
107,87,63
108,83,62
109,83,60
110,82,62
111,78,60
112,78,59
113,77,58
114,78,56
115,78,57
116,77,57
117,76,58
118,75,57
119,76,59
120,77,58
121,77,59
122,78,60
123,76,58
124,76,62
125,76,58
126,76,58
127,74,54
128,75,57
129,72,55
130,75,56
131,73,57
132,76,59
133,75,59
134,73,57
135,74,57
136,76,56
137,76,56
138,75,58
139,76,58
140,81,56
141,80,55
142,81,56
143,81,57
144,82,57
145,81,56
146,83,55
147,80,56
148,82,56
149,83,55
150,81,54
151,83,55
152,81,55
153,81,54
154,83,55
155,80,54
156,81,55
157,83,57
158,83,58
159,83,58
160,83,56
161,83,58
162,82,58
163,82,58
164,83,58
165,83,58
166,85,57
167,83,59
168,86,58
169,83,58
170,83,62
171,83,60
172,85,61
173,85,63
174,85,65
175,87,65
176,86,64
177,85,65
178,86,64
179,86,68
180,87,67
181,87,62
182,87,63
183,86,63
184,87,64
185,88,67
186,89,65
187,93,71
188,92,71
189,91,73
190,98,75
191,100,76
192,101,77
193,102,78
194,105,81
195,104,81
196,104,81
197,107,82
198,112,86
199,111,86
200,113,88
201,114,92
202,117,88
203,121,91
204,118,89
205,117,86
206,119,86
207,119,80
208,120,77
209,120,76
210,119,75
211,116,71
212,109,68
213,102,64
214,95,67
215,90,65
216,90,63
217,84,60
218,78,56
219,76,58
220,71,57
221,68,59
222,66,64
223,63,63
224,61,66
225,59,65
226,58,63
227,59,66
228,58,65
229,59,65
230,63,66
231,65,67
232,69,67
233,74,66
234,74,70
235,78,71
236,80,69
237,83,70
238,88,69
239,90,71
240,89,71
241,92,70
242,92,71
243,96,70
244,94,70
245,94,74
246,95,73
247,95,74
248,97,75
249,92,72
250,92,70
251,90,68
252,90,66
253,88,67
254,87,70
255,83,65
256,85,64
