0,92,67
1,92,69
2,92,69
3,92,68
4,92,68
5,92,68
6,92,68
7,92,68
8,92,68
9,92,68
10,92,67
11,92,66
12,93,65
13,93,64
14,94,63
15,94,63
16,95,62
17,95,61
18,95,61
19,96,60
20,97,59
21,97,58
22,98,58
23,98,57
24,99,56
25,99,55
26,99,54
27,100,54
28,100,53
29,100,53
30,100,53
31,101,52
32,101,52
33,101,52
34,102,52
35,102,52
36,102,52
37,102,53
38,102,53
39,102,53
40,101,54
41,99,55
42,97,55
43,95,57
44,92,58
45,88,59
46,84,60
47,80,61
48,76,63
49,72,64
50,68,66
51,65,68
52,61,70
53,57,71
54,55,71
55,53,71
56,52,70
57,53,70
58,54,71
59,56,71
60,58,71
61,59,71
62,60,71
63,61,71
64,61,71
65,61,70
66,60,70
67,60,70
68,61,70
69,61,70
70,62,70
71,64,68
72,65,65
73,67,63
74,68,60
75,70,58
76,71,56
77,73,54
78,76,52
79,79,51
80,82,49
81,85,49
82,89,48
83,93,47
84,96,47
85,100,46
86,104,46
87,107,46
88,110,46
89,113,47
90,116,47
91,118,47
92,119,47
93,120,47
94,121,46
95,121,46
96,121,47
97,120,47
98,118,48
99,117,49
100,114,51
101,111,52
102,108,53
103,105,53
104,102,53
105,98,53
106,95,53
107,93,53
108,90,53
109,88,52
110,86,52
111,85,51
112,83,50
113,82,50
114,81,49
115,80,49
116,80,49
117,79,49
118,79,49
119,78,49
120,78,49
121,78,50
122,78,50
123,78,50
124,78,50
125,78,50
126,78,50
127,78,50
128,77,49
129,77,49
130,77,49
131,77,49
132,76,49
133,76,49
134,76,49
135,76,49
136,77,50
137,77,50
138,78,50
139,79,50
140,80,50
141,80,49
142,81,49
143,82,49
144,83,49
145,83,49
146,84,49
147,84,49
148,84,49
149,84,49
150,84,49
151,84,49
152,84,49
153,84,49
154,84,49
155,84,49
156,84,49
157,84,49
158,84,49
159,84,49
160,84,50
161,84,51
162,84,52
163,84,53
164,85,53
165,85,53
166,85,54
167,86,54
168,86,54
169,86,55
170,87,56
171,87,58
172,88,59
173,88,60
174,88,61
175,89,62
176,89,62
177,90,62
178,90,62
179,90,62
180,91,61
181,92,61
182,93,61
183,93,61
184,95,61
185,96,61
186,97,62
187,99,63
188,101,64
189,103,65
190,107,68
191,109,69
192,110,70
193,112,71
194,115,73
195,117,75
196,119,76
197,121,77
198,123,79
199,125,80
200,127,81
201,129,82
202,130,82
203,132,82
204,133,80
205,135,78
206,136,75
207,137,73
208,136,70
209,134,67
210,130,64
211,125,62
212,118,59
213,111,57
214,104,55
215,97,54
216,90,54
217,84,53
218,79,53
219,74,52
220,70,52
221,67,53
222,65,54
223,63,54
224,62,55
225,62,55
226,62,56
227,64,57
228,66,58
229,69,60
230,73,61
231,77,63
232,81,65
233,84,66
234,88,67
235,91,68
236,93,68
237,95,68
238,97,68
239,99,68
240,100,68
241,101,68
242,102,68
243,102,67
244,103,67
245,103,66
246,102,65
247,102,64
248,100,62
249,99,61
250,98,61
251,96,60
252,95,60
253,93,60
254,92,59
255,91,59
256,90,58
